11821380,2024-01-04T11:17:25,1704367045,757682245,-666.00,-666.00
11821380,2024-01-04T17:37:12,1704389832,757705032,25.35,100.00
11821380,2024-01-05T00:52:31,1704415951,757731151,-666.00,-666.00
11821380,2024-01-05T06:42:09,1704436929,757752129,-666.00,-666.00
11821380,2024-01-05T13:16:36,1704460596,757775796,-666.00,-666.00
11821380,2024-01-05T19:18:31,1704482311,757797511,-666.00,-666.00
11821380,2024-01-06T02:59:59,1704509999,757825199,-666.00,-666.00
11821380,2024-01-06T09:06:01,1704531961,757847161,25.33,100.00
11821380,2024-01-06T16:30:35,1704558635,757873835,25.35,100.00
11821380,2024-01-06T22:27:24,1704580044,757895244,25.36,100.00
11821380,2024-01-07T05:59:39,1704607179,757922379,25.31,100.00
11821380,2024-01-07T12:06:56,1704629216,757944416,25.31,100.00
11821380,2024-01-07T19:01:06,1704654066,757969266,25.37,100.00
11821380,2024-01-08T01:35:50,1704677750,757992950,25.36,100.00
11821380,2024-01-08T07:53:37,1704700417,758015617,25.31,100.00
11821380,2024-01-08T14:08:00,1704722880,758038080,25.32,100.00
11821380,2024-01-08T21:32:06,1704749526,758064726,25.33,100.00
11821380,2024-01-09T02:45:33,1704768333,758083533,25.30,100.00
11821380,2024-01-09T09:21:00,1704792060,758107260,25.30,100.00
11821380,2024-01-09T15:29:13,1704814153,758129353,25.31,100.00
11821380,2024-01-09T22:21:19,1704838879,758154079,25.35,100.00
11821380,2024-01-10T04:13:48,1704860028,758175228,-666.00,-666.00
11821380,2024-01-10T10:15:02,1704881702,758196902,-666.00,-666.00
11821380,2024-01-10T16:15:47,1704903347,758218547,-666.00,-666.00
11821380,2024-01-10T23:28:50,1704929330,758244530,-666.00,-666.00
11821380,2024-01-11T05:18:04,1704950284,758265484,-666.00,-666.00
11821380,2024-01-11T11:48:32,1704973712,758288912,-666.00,-666.00
11821380,2024-01-11T17:12:45,1704993165,758308365,-666.00,-666.00
11821380,2024-01-11T23:50:27,1705017027,758332227,-666.00,-666.00
11821380,2024-01-12T05:45:23,1705038323,758353523,-666.00,-666.00
11821380,2024-01-12T12:28:35,1705062515,758377715,-666.00,-666.00
11821380,2024-01-12T18:37:57,1705084677,758399877,-666.00,-666.00
11821380,2024-01-13T01:51:10,1705110670,758425870,-666.00,-666.00
11821380,2024-01-13T07:33:53,1705131233,758446433,-666.00,-666.00
11821380,2024-01-13T14:27:35,1705156055,758471255,-666.00,-666.00
11821380,2024-01-13T21:27:54,1705181274,758496474,-666.00,-666.00
11821380,2024-01-14T04:01:57,1705204917,758520117,-666.00,-666.00
11821380,2024-01-14T10:51:43,1705229503,758544703,-666.00,-666.00
11821380,2024-01-14T17:45:58,1705254358,758569558,-666.00,-666.00
11821380,2024-01-15T00:01:40,1705276900,758592100,-666.00,-666.00
11821380,2024-01-15T07:04:45,1705302285,758617485,-666.00,-666.00
11821380,2024-01-15T13:17:21,1705324641,758639841,-666.00,-666.00
11821380,2024-01-15T20:25:01,1705350301,758665501,-666.00,-666.00
11821380,2024-01-16T02:10:27,1705371027,758686227,-666.00,-666.00
11821380,2024-01-16T09:13:26,1705396406,758711606,-666.00,-666.00
11821380,2024-01-16T15:10:57,1705417857,758733057,-666.00,-666.00
11821380,2024-01-16T21:30:26,1705440626,758755826,-666.00,-666.00
11821380,2024-01-17T03:12:56,1705461176,758776376,-666.00,-666.00
11821380,2024-01-17T10:18:20,1705486700,758801900,-666.00,-666.00
11821380,2024-01-17T15:21:39,1705504899,758820099,-666.00,-666.00
11821380,2024-01-17T22:13:48,1705529628,758844828,-666.00,-666.00
11821380,2024-01-18T03:36:16,1705548976,758864176,-666.00,-666.00
11821380,2024-01-18T10:45:00,1705574700,758889900,-666.00,-666.00
11821380,2024-01-18T16:44:09,1705596249,758911449,-666.00,-666.00
11821380,2024-01-19T00:28:57,1705624137,758939337,-666.00,-666.00
11821380,2024-01-19T06:18:27,1705645107,758960307,-666.00,-666.00
11821380,2024-01-19T12:41:40,1705668100,758983300,-666.00,-666.00
11821380,2024-01-19T18:07:34,1705687654,759002854,-666.00,-666.00
11821380,2024-01-20T00:46:47,1705711607,759026807,-666.00,-666.00
11821380,2024-01-20T06:18:41,1705731521,759046721,-666.00,-666.00
11821380,2024-01-20T13:25:27,1705757127,759072327,-666.00,-666.00
11821380,2024-01-20T19:04:17,1705777457,759092657,-666.00,-666.00
11821380,2024-01-21T01:36:13,1705800973,759116173,-666.00,-666.00
11821380,2024-01-21T06:49:24,1705819764,759134964,-666.00,-666.00
11821380,2024-02-06T09:18:50,1707211130,760526330,25.36,100.00
11821380,2024-02-06T12:52:48,1707223968,760539168,25.35,100.00
11821380,2024-02-06T16:24:41,1707236681,760551881,25.32,100.00
11821380,2024-02-06T19:59:21,1707249561,760564761,25.25,100.00
11821380,2024-02-06T23:32:04,1707262324,760577524,25.23,100.00
11821380,2024-02-07T03:14:38,1707275678,760590878,25.28,100.00
11821380,2024-02-07T06:40:40,1707288040,760603240,25.26,100.00
11821380,2024-02-07T10:12:30,1707300750,760615950,25.33,100.00
11821380,2024-02-07T13:53:52,1707314032,760629232,25.35,100.00
11821380,2024-02-07T17:27:48,1707326868,760642068,25.31,100.00
11821380,2024-02-07T21:05:34,1707339934,760655134,25.28,100.00
11821380,2024-02-08T00:42:30,1707352950,760668150,25.28,100.00
11821380,2024-02-08T04:30:39,1707366639,760681839,25.33,100.00
11821380,2024-02-08T07:59:56,1707379196,760694396,25.36,100.00
11821380,2024-02-08T11:36:07,1707392167,760707367,25.39,100.00
